age,gender,occupation,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw
26-32,Male,Working Professional,9,9,1.5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
26-32,Male,Working Professional,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Remote,Yes
26-32,Male,Working Professional,11,12,0.5,3,3,0.0,0.0,-1.0,-1.0,0.0,0.0,11,1010,Physical,Maybe
26-32,Male,Entrepreneur,5,5,0.5,3,4,-0.5,-1.0,0.5,0.0,0.0,0.0,1111,1101,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
26-32,Male,Working Professional,9,9,1.5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
26-32,Male,Working Professional,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Remote,Yes
26-32,Male,Working Professional,11,12,0.5,3,3,0.0,0.0,-1.0,-1.0,0.0,0.0,11,1010,Physical,Maybe
26-32,Male,Entrepreneur,5,5,0.5,3,4,-0.5,-1.0,0.5,0.0,0.0,0.0,1111,1101,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
26-32,Male,Working Professional,9,9,1.5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
26-32,Male,Working Professional,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Remote,Yes
26-32,Male,Working Professional,11,12,0.5,3,3,0.0,0.0,-1.0,-1.0,0.0,0.0,11,1010,Physical,Maybe
26-32,Male,Entrepreneur,5,5,0.5,3,4,-0.5,-1.0,0.5,0.0,0.0,0.0,1111,1101,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
26-32,Male,Working Professional,9,9,1.5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
26-32,Male,Working Professional,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Remote,Yes
26-32,Male,Working Professional,11,12,0.5,3,3,0.0,0.0,-1.0,-1.0,0.0,0.0,11,1010,Physical,Maybe
26-32,Male,Entrepreneur,5,5,0.5,3,4,-0.5,-1.0,0.5,0.0,0.0,0.0,1111,1101,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
26-32,Male,Working Professional,9,9,1.5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
26-32,Male,Working Professional,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Remote,Yes
26-32,Male,Working Professional,11,12,0.5,3,3,0.0,0.0,-1.0,-1.0,0.0,0.0,11,1010,Physical,Maybe
26-32,Male,Entrepreneur,5,5,0.5,3,4,-0.5,-1.0,0.5,0.0,0.0,0.0,1111,1101,Physical,Yes
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
26-32,Female,Homemaker,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Physical,Maybe
26-32,Male,Working Professional,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Physical,Maybe
26-32,Male,Working Professional,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Physical,Yes
40-50,Male,Working Professional,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Remote,Yes
